bucket,is_new,fit_score,company,title,url,location,loc_bucket,workplace,pay_display,pay_min,pay_max,pay_type,pay_period,pay_source,years_required,years_text,jd_required,sales_attached,litigation_accepted,domain_floor,hard_exclude_reason,poor_reason,fit_signals,judgment_rationale,posted_date,closes_date,status,status_evidence,verified_at,via_aggregator,pipeline,sources,ats,board,job_id,key
poor,0,5,Adyen,"Commercial Counsel, Deal Desk",https://job-boards.greenhouse.io/adyen/jobs/8177020,New York,nyc,,"$160K–$212,500 base",160000.0,212500.0,base,year,regex:range,5,"● You have 5+ years of legal experience, in house or at a law firm. ● You have strong co",N,N,unclear,,,Practice area outside the target seats (commercial work),financial-services background a plus; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 5 years required (2–5 band),,2026-09-15,,open,Greenhouse API lists job 8177020 on board 'adyen',2026-09-25,,False,board:greenhouse,greenhouse,adyen,8177020,greenhouse:adyen:8177020
poor,0,5,Adyen,"Corporate Counsel, Dispute Resolution",https://job-boards.greenhouse.io/adyen/jobs/8177748,New York,nyc,,"$160K–$212,500 base",160000.0,212500.0,base,year,regex:range,5,- You have at least 5 years of relevant work experience. - You are a team player who likes to co,Y,N,unclear,,,Practice area outside the target seats (corporate work),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 5 years required (2–5 band),,2026-09-18,,open,Greenhouse API lists job 8177748 on board 'adyen',2026-09-25,,False,board:greenhouse,greenhouse,adyen,8177748,greenhouse:adyen:8177748
poor,0,5,Allocate,Corporate Counsel,https://jobs.ashbyhq.com/allocate/0e915511-1e86-4ca5-bc99-841cfc4ebe2d,New York Office (On-Site); Palo Alto (On-Site),nyc,onsite,$180K–$210K base + bonus + equity,180000.0,210000.0,base,year,ashby:compensation,4,- At least 4 years of experience at a major law firm or in-house legal department workin,Y,N,unclear,,,Practice area outside the target seats (corporate work),JD required/preferred; financial-services background a plus; regulatory/legal/policy research for decisions; base pay midpoint ≥ $150K; 4 years required (2–5 band),,2026-07-03,,open,Ashby API lists job on board 'allocate',2026-09-25,,False,board:ashby,ashby,allocate,0e915511-1e86-4ca5-bc99-841cfc4ebe2d,ashby:allocate:0e915511-1e86-4ca5-bc99-841cfc4ebe2d
poor,0,5,CoreWeave,"Senior Counsel, Cyber Security and Incident Response",https://coreweave.com/careers/job?4708305006&board=coreweave&gh_jid=4708305006,"Livingston, NJ, New York, NY, Washington D.C., Dallas, TX; 5215 N. O'Connor Blvd, Central Tower Suite, 1900, Irving, Texas 75039; Livingston, New Jersey, United States; Manhattan, New York, United States; Sunnyvale, California, United States",nyc,,$157K–$210K base + bonus + equity,157000.0,210000.0,base,year,regex:range,4,"- 4+ years of relevant legal experience, including meaningful experience advisin",Y,N,unclear,4+ yrs cybersecurity incident and data-breach counsel (meets: N),,"Asks for 4+ years of cybersecurity incident and data-breach counsel: ""4+ years of relevant legal experience, including meaningful experience advising on cybersecurity incidents, data breaches"".",JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 4 years required (2–5 band),"""4+ years of relevant legal experience, including meaningful experience advising on cybersecurity incidents, data breaches"".",2026-08-25,,open,Greenhouse API lists job 4708305006 on board 'coreweave',2026-09-25,,False,board:greenhouse,greenhouse,coreweave,4708305006,greenhouse:coreweave:4708305006
poor,0,5,CoreWeave,"Senior Counsel, Securities",https://coreweave.com/careers/job?4696121006&board=coreweave&gh_jid=4696121006,"Sunnyvale, CA / San Francisco, CA / Bellevue, WA / Remote; San Francisco, California, United States; Sunnyvale, California, United States",us_remote,remote,$157K–$210K base + bonus + equity,157000.0,210000.0,base,year,regex:range,5,- 5-8+ years of relevant experience practicing securities law at an internationall,Y,N,unclear,,,Practice area outside the target seats (securities work),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 5 years required (2–5 band),,2026-07-10,,open,Greenhouse API lists job 4696121006 on board 'coreweave',2026-09-25,,False,board:greenhouse,greenhouse,coreweave,4696121006,greenhouse:coreweave:4696121006
poor,0,5,Fitch Group (LevFin Insights / CreditSights),"US Corporates - Credit Analyst, Director - Legal - Leveraged Finance - New York",https://careers.fitch.group/job/New-York-US-Corporates-Credit-Analyst%2C-Director-Legal-Leveraged-Finance-New-York-NY-10001/1392562133/,"New York, NY",nyc,,$150K–$210K base + bonus,150000.0,210000.0,base,year,regex:range,5,"- 5-10 years relevant experience, preferably in capital markets/leveraged finance",N,N,unclear,,"Asks for 6+ years of leveraged-finance or transactional practice: …acticing law at a law firm - MBA, CFA/CPA a plus - 5-10 years relevant experience, preferably in capital markets/leveraged finance - Capital markets and/or credit analysis experience a…","Asks for 6+ years of leveraged-finance or transactional practice: …acticing law at a law firm - MBA, CFA/CPA a plus - 5-10 years relevant experience, preferably in capital markets/leveraged finance - Capital markets and/or credit analysis experience a…",regulatory/legal/policy research for decisions; credit/distressed/bankruptcy subject; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 5 years required (2–5 band),,2026-09-04,,open,Employer SuccessFactors job page loaded with title and description on this run,2026-09-25,,False,board:successfactors,successfactors,careers.fitch.group,1392562133,successfactors:careers.fitch.group:1392562133
poor,0,5,Duolingo,Corporate Counsel,https://careers.duolingo.com/jobs/8576434002?gh_jid=8576434002,"Pittsburgh, PA; New York, New York, United States; Pittsburgh, Pennsylvania, United States",nyc,,$153K–$207K base + equity,153000.0,207000.0,base,year,greenhouse:pay_input_ranges,2,"- 2+ years of relevant legal experience, preferably in a fast-paced environment,",Y,N,unclear,,,Practice area outside the target seats (corporate work),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 2 years required (2–5 band),,2026-06-03,,open,Greenhouse API lists job 8576434002 on board 'duolingo',2026-09-25,,False,board:greenhouse,greenhouse,duolingo,8576434002,greenhouse:duolingo:8576434002
poor,0,5,Axon,Privacy & AI Counsel,https://job-boards.greenhouse.io/axon/jobs/8001406003,"New York, New York, United States; Scottsdale, Arizona, United States",nyc,,"$122,500–$200K base + bonus + equity",122500.0,200000.0,base,year,greenhouse:pay_input_ranges,3,"Minimum of 3 years of experience practicing privacy or data protection law, ideally advi",Y,N,unclear,,,Practice area outside the target seats (privacy work),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 3 years required (2–5 band),,2026-09-21,,open,Greenhouse API lists job 8001406003 on board 'axon',2026-09-25,,False,board:greenhouse,greenhouse,axon,8001406003,greenhouse:axon:8001406003
poor,0,5,Brightcore Energy,Associate Counsel,https://job-boards.greenhouse.io/brightcoreenergy/jobs/5240836007,"Armonk, NY; Brooklyn, NY; Armonk, New York, United States; Brooklyn, New York, United States",nyc,,$180K–$200K base + bonus,180000.0,200000.0,base,year,regex:range,4,"- 4-8 years of post-law school transactional experience, ideally both in a law fi",Y,N,unclear,4+ yrs energy/construction transactional contracting (meets: stretch),"Asks for 6+ years of leveraged-finance or transactional practice: …e law in New York State (or ability to waive in). - 4-8 years of post-law school transactional experience, ideally both in a law firm and in-house.…","Asks for 6+ years of leveraged-finance or transactional practice: …e law in New York State (or ability to waive in). - 4-8 years of post-law school transactional experience, ideally both in a law firm and in-house.…",JD required/preferred; regulatory/legal/policy research for decisions; credit/distressed/bankruptcy subject; base pay midpoint ≥ $150K; 4 years required (2–5 band),"""4-8 years of post-law school transactional experience"" - construction/energy preferred, a domain he lacks.",2026-09-17,,open,Greenhouse API lists job 5240836007 on board 'brightcoreenergy',2026-09-25,,False,board:greenhouse,greenhouse,brightcoreenergy,5240836007,greenhouse:brightcoreenergy:5240836007
poor,0,5,Extend,Legal Counsel @ Extend,https://jobs.ashbyhq.com/jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814/46815ede-22ef-453a-a8df-9bcdf5933052,Remote,us_remote,remote,$175K–$200K base + equity,175000.0,200000.0,base,year,ashby:compensation,3,"from an A.B.A.-accredited law school, 3-5 years of experience at a top law firm (with in-house experience preferred),",Y,N,unclear,3+ yrs general in-house/commercial legal (meets: Y),,Generalist or off-target practice seat (wants general in-house/commercial legal),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 3 years required (2–5 band),"Duplicate Extend posting: ""3-5 years of experience at a top law firm (with in-house experience preferred)"" matches his tenure.",2026-08-05,,open,Ashby API lists job on board 'jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814',2026-09-25,,False,board:ashby,ashby,jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814,46815ede-22ef-453a-a8df-9bcdf5933052,ashby:jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814:46815ede-22ef-453a-a8df-9bcdf5933052
poor,0,5,Norm AI,Commercial Contracts Associate (NDA),https://jobs.ashbyhq.com/norm-ai/e78a4d41-666a-4ebf-bf47-8cd7dba57366,New York City,nyc,onsite,$170K–$200K base + bonus,170000.0,200000.0,base,year,regex:range,3,- 3-6 years of experience reviewing NDAs or similar agreements. - Strong drafti,Y,N,unclear,3+ yrs commercial contracts / NDA review (meets: stretch),,Generalist or off-target practice seat (wants commercial contracts / NDA review); Practice area outside the target seats (commercial work),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 3 years required (2–5 band),"""3-6 years of experience reviewing NDAs or similar agreements"" -- his years fit but he lacks transactional contract-review background.",2026-06-30,,open,Ashby API lists job on board 'norm-ai',2026-09-25,,True,board:ashby,ashby,norm-ai,e78a4d41-666a-4ebf-bf47-8cd7dba57366,ashby:norm-ai:e78a4d41-666a-4ebf-bf47-8cd7dba57366
poor,0,5,Unnamed employer (Ashby board),Product Corporate Counsel @ Hinge (Match Group),https://jobs.ashbyhq.com/jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814/eb8e2ae3-b010-43b8-814a-12382d72c253,New York,nyc,,$185K–$200K base + equity,185000.0,200000.0,base,year,ashby:compensation,3,"Candidates should bring at least 3 years of experience in technology, consumer products, privacy, or related r",Y,N,unclear,,,Practice area outside the target seats (corporate work),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 3 years required (2–5 band),,2026-08-11,,open,Ashby API lists job on board 'jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814',2026-09-25,,False,board:ashby,ashby,jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814,eb8e2ae3-b010-43b8-814a-12382d72c253,ashby:jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814:eb8e2ae3-b010-43b8-814a-12382d72c253
poor,0,5,Coastal,Director of Partner Credit Risk Management & Oversight,https://jobs.ashbyhq.com/coastal/d5201607-bbfa-4979-852d-d8172379f643,Remote,us_remote,remote,"$146,230–$195,217 base",146230.0,195217.0,base,year,ashby:compensation,5,- 5+ years of experience in a second line of defense or oversight function - P,N,N,unclear,,"Asks for 10+ years: “- 12+ years of experience in credit risk, lending, or risk management within a ba”","Asks for 10+ years: “- 12+ years of experience in credit risk, lending, or risk management within a ba”",financial-services background a plus; credit/distressed/bankruptcy subject; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 5 years required (2–5 band),,2026-08-13,,open,Ashby API lists job on board 'coastal',2026-09-25,,False,board:ashby,ashby,coastal,d5201607-bbfa-4979-852d-d8172379f643,ashby:coastal:d5201607-bbfa-4979-852d-d8172379f643
poor,0,5,Axon,"Commercial Counsel, Sales",https://job-boards.greenhouse.io/axon/jobs/8001568003,"New York, New York, United States",nyc,,$135K–$194K base + bonus + equity,135000.0,194000.0,base,year,greenhouse:pay_input_ranges,3,- Minimum of 3 years of experience (in-house preferred) negotiating and managing complex c,Y,Y,unclear,,Sales-attached / demo-led role: …of Axon’s contracts and corporate team supporting the sales teams around the world. You will partner with members of ex…,Sales-attached / demo-led role: …of Axon’s contracts and corporate team supporting the sales teams around the world. You will partner with members of ex…,JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 3 years required (2–5 band),,2026-09-21,,open,Greenhouse API lists job 8001568003 on board 'axon',2026-09-25,,False,board:greenhouse,greenhouse,axon,8001568003,greenhouse:axon:8001568003
poor,0,5,NY Attorney General,Associate General Counsel for NYS Attorney General (3903),https://statejobs.ny.gov/public/vacancyDetailsView.cfm?id=222022,"New York, NY",nyc,,"$91,506–$190,644 base",91506.0,190644.0,base,year,regex:range,4,is seeking an attorney with two (2) to four (4) years of experience as a law firm associate or as an in-house attorney for,Y,N,unclear,,,"Law-firm associate seat (billable practice, court time)",JD required/preferred; clerkship valued; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; 4 years required (2–5 band),,,2026-10-02,open,Listed on statejobs this run; posting document fetched (HTTP 200),2026-09-25,,False,public_sector:statejobs,page,statejobs.ny.gov,,url:statejobs.ny.gov/public/vacancydetailsview.cfm?id=222022
poor,0,5,Riskified,Corporate and Securities Counsel @ Riskified,https://jobs.ashbyhq.com/jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814/ad9bbee1-cedc-49e3-94d0-ca0c08f753a3,New York,nyc,,$175K–$190K base + equity,175000.0,190000.0,base,year,ashby:compensation,2,"state, and at least 2–3 years of relevant experience at a top-tier law firm, with a background in s",Y,N,unclear,"2+ yrs securities/corporate law (public company disclosure, governance) (meets: stretch)",,Practice area outside the target seats (corporate work),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 2 years required (2–5 band),"""at least 2-3 years of relevant experience ... with a background in securities law, public company disclosure, and corporate governance"" -- floor years met but the securities/corporate domain is one he hasn't practiced.",2026-09-08,,open,Ashby API lists job on board 'jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814',2026-09-25,,False,board:ashby,ashby,jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814,ad9bbee1-cedc-49e3-94d0-ca0c08f753a3,ashby:jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814:ad9bbee1-cedc-49e3-94d0-ca0c08f753a3
poor,0,5,6sense,Employment Counsel,https://boards.greenhouse.io/6sense/jobs/8188308?gh_jid=8188308,"United States, Remote",us_remote,remote,"$127,697–$187,289 base + bonus + equity",127697.25,187289.3,base,year,regex:range,2,"of overall legal experience, including at least 2 years of meaningful employment law experience, who wants to build broad in-",Y,N,unclear,,,Practice area outside the target seats (employment work),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 2 years required (2–5 band),,2026-09-09,,open,Greenhouse API lists job 8188308 on board '6sense',2026-09-25,,False,board:greenhouse,greenhouse,6sense,8188308,greenhouse:6sense:8188308
poor,0,5,CoreWeave,"Counsel, Global Supply Chain",https://coreweave.com/careers/job?4701326006&board=coreweave&gh_jid=4701326006,"Livingston, NJ / New York, NY / Sunnyvale, CA / San Francisco, CA / Bellevue, WA; Livingston, New Jersey, United States; Manhattan, New York, United States; San Francisco, California, United States; Sunnyvale, California, United States",nyc,,$134K–$179K base + bonus + equity,134000.0,179000.0,base,year,regex:range,5,"- 5+ years of legal experience, including significant time focused on complex co",Y,N,N,5+ yrs supply-chain commercial contracts (meets: N),,"Asks for 5+ years of supply-chain commercial contracts: ""5+ years of legal experience"" drafting supply and logistics documentation for new jurisdictions.",JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 5 years required (2–5 band),"""5+ years of legal experience"" drafting supply and logistics documentation for new jurisdictions.",2026-07-31,,open,Greenhouse API lists job 4701326006 on board 'coreweave',2026-09-25,,False,board:greenhouse,greenhouse,coreweave,4701326006,greenhouse:coreweave:4701326006
poor,0,5,CoreWeave,"Counsel, Commercial - Americas",https://coreweave.com/careers/job?4701543006&board=coreweave&gh_jid=4701543006,"Livingston, NJ / New York, NY / Washington, D.C. / Philadelphia, PA; Livingston, New Jersey, United States; Manhattan, New York, United States; Philadelphia, Pennsylvania, United States; Washington, District of Columbia, United States",nyc,,$134K–$179K base + bonus + equity,134000.0,179000.0,base,year,regex:range,5,"- 5+ years of combined legal experience in-house and/or at a law firm, with prim",Y,N,unclear,,,Practice area outside the target seats (commercial work),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 5 years required (2–5 band),,2026-07-31,,open,Greenhouse API lists job 4701543006 on board 'coreweave',2026-09-25,,False,board:greenhouse,greenhouse,coreweave,4701543006,greenhouse:coreweave:4701543006
poor,0,5,AlphaSense,"Associate Counsel, Employment",https://job-boards.greenhouse.io/alphasense/jobs/8814605002,Remote - United States,us_remote,remote,$145K–$165K base + bonus,145000.0,165000.0,base,year,greenhouse:pay_input_ranges,3,- Minimum of 3+ years’ experience advising clients on employment and labor-related matters,Y,N,unclear,,,Practice area outside the target seats (employment work),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 3 years required (2–5 band),,2026-09-21,,open,Greenhouse API lists job 8814605002 on board 'alphasense',2026-09-25,,False,board:greenhouse,greenhouse,alphasense,8814605002,greenhouse:alphasense:8814605002
poor,0,5,Horizon3Ai,Product & Privacy Counsel,https://jobs.ashbyhq.com/horizon3ai/c99b9bed-505c-4620-918a-eee95148bd41,"US, Remote",us_remote,remote,$139K–$163K base + equity,139000.0,163000.0,base,year,regex:range,4,"- 4+ years of relevant legal experience, with meaningful experience in both prod",Y,N,unclear,,,Practice area outside the target seats (privacy work),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 4 years required (2–5 band),,2026-09-08,,open,Ashby API lists job on board 'horizon3ai',2026-09-25,,False,board:ashby,ashby,horizon3ai,c99b9bed-505c-4620-918a-eee95148bd41,ashby:horizon3ai:c99b9bed-505c-4620-918a-eee95148bd41
poor,0,5,FanDuel,"Manager, Tax Counsel",https://www.fanduel.careers/open-positions?gh_jid=7944588,New York City,nyc,,$126K–$158K base + bonus,126000.0,158000.0,base,year,regex:range,5,"- Minimum of 5+ years of experience in tax, legal, regulatory advisory, or a related functi",Y,N,unclear,,,Practice area outside the target seats (tax work),JD required/preferred; financial-services background a plus; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; 5 years required (2–5 band),,2026-05-19,,open,Greenhouse API lists job 7944588 on board 'fanduel',2026-09-25,,False,board:greenhouse,greenhouse,fanduel,7944588,greenhouse:fanduel:7944588
poor,0,5,NY Department of Financial Services,"Senior Innovation Policy Specialist (Financial Services Specialist 2 (Policy Analysis), SG-23)",https://statejobs.ny.gov/public/vacancyDetailsView.cfm?id=225222,"New York, NY",nyc,,"$90,582–$114,585 base",90582.0,114585.0,base,year,regex:range,2,An associate degree may substitute for two years of specialized experience; bachelor's degree may substitute for four,pref,N,unclear,7+ yrs policy research or analysis for regulated entities (meets: N),,"Asks for 7+ years of policy research or analysis for regulated entities: Non-competitive track: ""Seven (7) years of specialized experience"" in policy research or analysis affecting regulated entities.",JD required/preferred; financial-services background a plus; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; 2 years required (2–5 band),"Non-competitive track: ""Seven (7) years of specialized experience"" in policy research or analysis affecting regulated entities.",,2026-10-19,open,Listed on statejobs this run; posting document fetched (HTTP 200),2026-09-25,,False,public_sector:statejobs,page,statejobs.ny.gov,,url:statejobs.ny.gov/public/vacancydetailsview.cfm?id=225222
poor,0,5,Beaconsoftware,Product Counsel,https://jobs.ashbyhq.com/beaconsoftware/2f63365e-c5a3-4dec-9418-799af3dc82aa,"San Francisco, CA; New York, NY",nyc,onsite,Not listed,,,not listed,,,4,"w experience at a top-tier law firm, or 4–5 years of in-house product and IP counsel experience at a technology company",Y,N,unclear,"product/IP counsel (patents, trademarks, licensing) (meets: N)",,"Wants product/IP counsel (patents, trademarks, licensing) experience he doesn't have: ""own Beacon's IP portfolio strategy ... patents, trademarks, copyrights, and trade secrets"" - IP specialist domain he lacks.",JD required/preferred; financial-services background a plus; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; 4 years required (2–5 band),"""own Beacon's IP portfolio strategy ... patents, trademarks, copyrights, and trade secrets"" - IP specialist domain he lacks.",2026-08-13,,open,Ashby API lists job on board 'beaconsoftware',2026-09-25,,False,board:ashby,ashby,beaconsoftware,2f63365e-c5a3-4dec-9418-799af3dc82aa,ashby:beaconsoftware:2f63365e-c5a3-4dec-9418-799af3dc82aa
poor,0,5,Brainco,Commercial/Transactional Lawyer,https://jobs.ashbyhq.com/brainco/6f44a36e-26ee-4da4-8f1b-a1b7dc45463a,Remote,us_remote,remote,Not listed,,,not listed,,,5,"• 5+ years of legal experience preferred, with meaningful hands-on experience re",N,N,unclear,,Asks for 10+ years: “ind of work you'll still be proud of in ten years from now. 𝗔𝗯𝗼𝘂𝘁 𝘁𝗵𝗲 𝗥𝗼𝗹𝗲 Brain Co. is building an AI-powered legal”,Asks for 10+ years: “ind of work you'll still be proud of in ten years from now. 𝗔𝗯𝗼𝘂𝘁 𝘁𝗵𝗲 𝗥𝗼𝗹𝗲 Brain Co. is building an AI-powered legal”,financial-services background a plus; regulatory/legal/policy research for decisions; credit/distressed/bankruptcy subject; fintech/crypto/AI/market-structure subject; 5 years required (2–5 band),,2026-08-05,,open,Ashby API lists job on board 'brainco',2026-09-25,,False,board:ashby,ashby,brainco,6f44a36e-26ee-4da4-8f1b-a1b7dc45463a,ashby:brainco:6f44a36e-26ee-4da4-8f1b-a1b7dc45463a
poor,0,5,Dispatch,VP of Legal,https://jobs.ashbyhq.com/dispatch/de0d28fb-720f-4df6-a60c-5799a376745a,Remote,us_remote,remote,Not listed,,,not listed,,,3,"- At least 3 years of in-house experience, including direct ownership of commercial cont",Y,N,N,commercial/transactional SaaS in-house counsel (meets: N),,"Wants commercial/transactional SaaS in-house counsel experience he doesn't have: ""strong law firm training with meaningful in-house experience at an early-stage...B2B SaaS company"" — transactional, not litigation.",JD required/preferred; financial-services background a plus; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; 3 years required (2–5 band),"""strong law firm training with meaningful in-house experience at an early-stage...B2B SaaS company"" — transactional, not litigation.",2026-08-20,,open,Ashby API lists job on board 'dispatch',2026-09-25,,False,board:ashby,ashby,dispatch,de0d28fb-720f-4df6-a60c-5799a376745a,ashby:dispatch:de0d28fb-720f-4df6-a60c-5799a376745a
poor,0,4,Polymarket,Head of Product Legal,https://jobs.ashbyhq.com/polymarket/0f6a65a5-8aec-46b4-9771-3f156d218f7e,New York,nyc,onsite,$300K–$500K base + equity,300000.0,500000.0,base,year,ashby:compensation,,,Y,N,unclear,8+ yrs legal-product hybrid at crypto/prediction-markets company (meets: N),,"Asks for 8+ years of legal-product hybrid at crypto/prediction-markets company: ""8 or more years of experience at the intersection of legal and product"" in crypto -- roughly double his tenure.",JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,"""8 or more years of experience at the intersection of legal and product"" in crypto -- roughly double his tenure.",2026-07-20,,open,Ashby API lists job on board 'polymarket',2026-09-25,,False,board:ashby,ashby,polymarket,0f6a65a5-8aec-46b4-9771-3f156d218f7e,ashby:polymarket:0f6a65a5-8aec-46b4-9771-3f156d218f7e
poor,0,4,Chan Zuckerberg Initiative,"Director, Investments Counsel",https://job-boards.greenhouse.io/chanzuckerberginitiative/jobs/7122617,"Redwood City, CA (Hybrid); Redwood City, CA (Remote); Redwood City, California, United States",us_remote,hybrid,$323K–$485K base + bonus,323000.0,485000.0,base,year,regex:range,15,"- 15+ years of legal experience in investment funds and asset management, with de",Y,N,unclear,,"Asks for 5+ years of equity research, banking or buy-side: …s a senior member of Team LeGiT. What You'll Bring - 15+ years of legal experience in investment funds and asset management, with deep expertise across private equity, hedge funds, and other alternative investments. - Si…","Asks for 5+ years of equity research, banking or buy-side: …s a senior member of Team LeGiT. What You'll Bring - 15+ years of legal experience in investment funds and asset management, with deep expertise across private equity, hedge funds, and other alternative investments. - Si…",JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2025-07-31,,open,Greenhouse API lists job 7122617 on board 'chanzuckerberginitiative',2026-09-25,,False,board:greenhouse,greenhouse,chanzuckerberginitiative,7122617,greenhouse:chanzuckerberginitiative:7122617
poor,0,4,Norm AI,Associate - Technology Transactions,https://jobs.ashbyhq.com/norm-ai/6d2519d9-cb83-48fa-a7f2-5f837bcfd69c,New York City,nyc,hybrid,$270K–$410K base + bonus,270000.0,410000.0,base,year,regex:range,4,- 4+ years of law firm experience in Technology Transactions and/or IP Transacti,pref,N,unclear,,,Practice area outside the target seats (transactions work),JD required/preferred; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 4 years required (2–5 band),,2026-09-22,,open,Ashby API lists job on board 'norm-ai',2026-09-25,,True,board:ashby,ashby,norm-ai,6d2519d9-cb83-48fa-a7f2-5f837bcfd69c,ashby:norm-ai:6d2519d9-cb83-48fa-a7f2-5f837bcfd69c
poor,0,4,Norm AI,Associate - Funds,https://jobs.ashbyhq.com/norm-ai/903b33a9-8f54-4ae1-829d-a4ea2d92859f,New York City,nyc,onsite,$270K–$410K base + bonus,270000.0,410000.0,base,year,regex:range,3,"- 3-6 years of experience in investment funds, investment management, or financia",pref,N,unclear,3+ yrs investment funds formation/transactional (meets: stretch),,Generalist or off-target practice seat (wants investment funds formation/transactional),JD required/preferred; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 3 years required (2–5 band),"""3-6 years of experience in investment funds, investment management, or financial transactions"" -- years fit, but fund-formation practice is a domain he hasn't done.",2026-06-24,,open,Ashby API lists job on board 'norm-ai',2026-09-25,,True,board:ashby,ashby,norm-ai,903b33a9-8f54-4ae1-829d-a4ea2d92859f,ashby:norm-ai:903b33a9-8f54-4ae1-829d-a4ea2d92859f
poor,0,4,Fluidstack,"Counsel, Infrastructure",https://jobs.ashbyhq.com/fluidstack/7f5737c9-6ee4-48bf-99f1-ce2f31a5a265,"Seattle, WA; New York, NY; San Francisco, CA",nyc,hybrid,$300K–$400K base + equity,300000.0,400000.0,base,year,ashby:compensation,,,Y,N,N,commercial/transactional contracts (infrastructure/data center) (meets: N),,"Wants commercial/transactional contracts (infrastructure/data center) experience he doesn't have: ""autonomously structured, drafted, and negotiated complex commercial agreements as lead attorney"" -- pure transactional lead-attorney experience he lacks.",JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,"""autonomously structured, drafted, and negotiated complex commercial agreements as lead attorney"" -- pure transactional lead-attorney experience he lacks.",2026-08-31,,open,Ashby API lists job on board 'fluidstack',2026-09-25,,False,board:ashby,ashby,fluidstack,7f5737c9-6ee4-48bf-99f1-ce2f31a5a265,ashby:fluidstack:7f5737c9-6ee4-48bf-99f1-ce2f31a5a265
